SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
11140,drama,왜 오수재인가,야식포차,restaurant,오수재(서현진)와 공찬(황인엽)의 단골집이다. 4화에서 둘이 따로 왔는데 술에 취한 수재가 공찬에게 공찬이 자신을 좋아한다는 이야기를 엿듣게 된다.,"평일,토 12시 - 10시, 일 16시 - 22시",정보없음,연중무휴,서울특별시 서대문구 성산로 337,37.565931,126.92784,023254452,20221125
11141,drama,왜 오수재인가,판자집,restaurant,8회에서 법무법인 TK 비서실장 하일구(전진기)는 이곳에서 홍석팔(이철민)을 만나 술에 ??취하게 한다.,매일 17시 - (익일) 05시,정보없음,연중무휴,서울특별시 서대문구 연세로2길 29,37.55631,126.9385,023120044,20221125
11142,drama,왜 오수재인가,도림로126길,playground,6회에서 오수재(서현진)은 고된 일을 마치고 퇴근길에 이 거리의 신흥슈퍼 앞에 앉는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 도림로126길 1,37.513868,126.89629,050714972345,20221125
11143,drama,왜 오수재인가,도림로128가길,playground,극중 드라마 주인공인 공찬(황인엽)의 양엄마인 지순옥(배해선)은 이 거리에 위치한 '연성철강'(가제) 에서 일하고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 도림로128가길 16,37.51414,126.8966,0226703114,20221125
11144,drama,왜 오수재인가,서강대교,playground,5회에서 오수재(서현진)가 이 다리를 운전하는 모습이 나온다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,,20221125
11145,drama,왜 오수재인가,동작대교,playground,7회에서 백진기(김창완) 법대 교수가 택시를 타고 이 다리를 건너고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
11146,drama,왜 오수재인가,포시즌스호텔,stay,4회에서 최주완(지승현)은 술에 취한 한기택(전재홍)에게 내부자 정보를 얻기 위해 술집에서 만난다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 새문안로 97,37.57065,126.9754,0263885000,20221125
11147,drama,왜 오수재인가,JW메리어트 동대문스퀘어서울,stay,4회에서 TK 변호사 민영배(김선혁)가 이 호텔에서 오수재(서현진)를 만나는 로비로 등장한다. 그는 아내 정희영 교수(주지연)에게 직접 전화를 걸어 연인을 만난다고 생각하고 증거로 사진을 찍기로 한다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 청계천로 279,37.5703776,127.008887,0222763000,20221125
11148,drama,왜 오수재인가,익산 교도소 세트장,playground,7회에서 오수재(서현진)가 여기에 수감된다.,화-일 09시 - 18시 (시기별 상이),정보없음,"월요일, 촬영일",전라북도 익산시 성당면 함낭로 207,36.069334,126.93158,0638593836,20221125
11149,drama,왜그래 풍상씨,아다마스253,cafe,1회에서 이진상(오지호)은 외로운 유부녀와 이곳에서 데이트를 합니다.,매일 11시 - 21시,16시 - 17시,연중무휴,경기도 파주시 탄현면 헤이리마을길 47,37.7877435,126.697996,0319491296,20221125
11150,drama,욕망의 불꽃,HW컨벤션센터,playground,6화에서 이 장소의 그랜드 볼룸에서 축하 행사가 열린다.,"화-금 10시 - 19시, 주말 09시 - 19시",정보없음,월요일,서울특별시 종로구 자하문로 255,37.597064,126.96244,023967000,20221125
11152,drama,용의눈물,경복궁,playground,이 홀은 용의 눈물 집현전 또는 홀의 외부 스탠드인 역할을 한다.,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,0237003900,20221125
11153,drama,용팔이,속삭이는자작나무숲,playground,9화에서 김태현(주원)과 한여진(김태희)은 데이트를 위해 이 곳에 도착한다.,"하절기 수-일 09시 - 15시 , 동절기 수-일 09시 - 14시",정보없음,"월요일, 화요일",강원도 인제군 인제읍 자작나무숲길 760,37.9737439,128.227423,0334630044,20221125
11154,drama,용팔이,대관령 양떼목장,playground,9화에서 김태현(주원)과 한여진(김태희)은 이곳에서 데이트를 하게 되고 여진은 키스를 위해 몸을 기울인다.,"1-2월,11-12월 매일 09시 - 17시, 3월,10월 매일 09시 - 17시 30분, 4월,9월 매일 09시 - 18시, 5-8월 매일 09시 - 18시 30분",정보없음,연중무휴,강원도 평창군 대관령면 대관령마루길 483-32,37.689736,128.753045,0333351966,20221125
11155,drama,용팔이,삼성화재 글로벌캠퍼스,playground,"이곳은 투자사 레드라인 인베스트먼트 인 포레스트의 배경으로, 1~4회에서 강산혁(박해진 분)이 인수합병 이사로 일하고 있다.",매일 00시 - 24시,정보없음,연중무휴,경기도 고양시 일산동구 문원길 135,37.7193,126.81494,07051115700,20221125
11156,drama,용팔이,라움,playground,3회 회상장면에서 한여진(김태희)이 동생 한도준(조현재)과 금단의 사랑 이야기를 나누면서 조금씩 알게 된다,매일 09시 - 21시,정보없음,연중무휴,서울특별시 강남구 언주로 564,37.508252,127.0397,0269254733,20221125
11157,drama,용팔이,가톨릭관동대학교 국제성모병원,playground,드라마 내 '한신병원'으로 등장한다.,"평일 08시 30분 - 17시, 토 08시 30분 - 12시",평일만 12시 - 13시 30분,일요일,인천광역시 서구 심곡로100번길 25,37.542425,126.68384,16008291,20221125
11158,drama,"우리, 사랑했을까",대부바다향기테마파크,playground,김다솜과 송종호의 과거 회상 장면 촬영지,매일 00시 - 24시,정보없음,연중무휴,경기도 안산시 단원구 대부황금로 1480-7,37.283471,126.578146,0328817148,20221118
11159,drama,"우리, 사랑했을까",와우정사,playground,김민준이 과거 연인을 기리기 위해 방문한 절,매일 06시 - 18시,정보없음,연중무휴,경기도 용인시 처인구 해곡로 25-15,37.194157,127.276751,0313322472,20221118
11160,drama,"우리, 사랑했을까",도깨비커피집,cafe,송지효와 손호준이 14년 전 기념일에 다툰 장소,"평일 13시 - 23시 30분, 주말 14시 - 23시 30분",정보없음,연중무휴,서울특별시 마포구 연남로13길 21,37.566356,126.916138,,20221118
11161,drama,"우리, 사랑했을까",틈,restaurant,송지효의 절친이 운영하는 단골 바,"화-토 17시 - (익일) 05시, 일 17시 - 24시",정보없음,월요일,서울특별시 마포구 와우산로3길 46,37.545738,126.920421,023220825,20221118
11162,drama,"우리, 사랑했을까",JW 메리어트 호텔 서울,stay,손호준이 송지효의 제안을 수락한 분수 장면 배경,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 서초구 신반포로 176,37.5043439,127.003599,0262826262,20221118
11163,drama,"우리, 사랑했을까",노보텔 앰배서더 서울 용산,stay,송지효와 손호준이 재회하는 장면 촬영 장소,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 용산구 청파로20길 95,37.531844,126.96306,0222237502,20221118
11164,drama,"우리, 사랑했을까",전주대학교,playground,송지효와 손호준이 다닌 대학교 캠퍼스 촬영지,매일 00시 - 24시,정보없음,연중무휴,전라북도 전주시 완산구 천잠로 303,35.81393,127.0901,15777177,20221118
11165,drama,우리 헤어졌어요,다산교앞 정류장,station,1회에서 해원(신현빈)은 탈 것을 기다리며 이 버스 정류장에서 유리 반사를 통해 자신의 잘린 입술을 확인한다. 같은 장면에서 희주(고현정 분)의 단독 초대전 포스터가 이 버스정류장에 광고되고 있다.,매일 00시 - 24시,정보없음,연중무휴,경기도 파주시 광인사길 68 다산교앞 정류장,37.710554,126.68633,0319404114,20221125
11166,drama,"우리, 사랑했을까",일산호수공원,playground,이 공원에서 오대오(손호준)는 노애정(송지효)에게 사과를 하고 그들의 삶이 얼마나 달라졌을 수 있었는지 되풀이하며 오후에 메타세콰이어길에서 두 사람과 딸의 모습을 그린다.,매일 08시 - 20시,정보없음,연중무휴,경기도 고양시 일산동구 호수로 731,37.658769,126.76252,0319099000,20221125
11167,drama,"우리, 사랑했을까",파머스테이블,restaurant,10회에서 오대오(손호준)와 주아린(김다솜)이 이 식당에서 점심을 먹었다.,"화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분",월요일,경기도 파주시 탄현면 헤이리마을길 59-77,37.7902235,126.695397,0319486225,20221125
11168,drama,"우리, 사랑했을까",지혜의 숲,playground,14회에서 혼수상태에서 깨어난 오대오(손호준)는 노애정(송지효)에게 사과하고 노애정(송지효)의 삶이 얼마나 달라졌을까를 되새기며 그녀가 유명 PD로 이 도서관에서 TV 인터뷰를 하는 모습을 상상한다.,매일 10시 - 20시,정보없음,연중무휴,경기도 파주시 회동길 145,37.7082492,126.686674,050713350144,20221125
11169,drama,"우리, 사랑했을까",울프강 스테이크 하우스,restaurant,6화에서 오연우(구자성)의 엄마 주보혜(진희경)가 친구들과 이 식당에서 만난다.,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 선릉로152길 21,37.5244835,127.041441,025568700,20221125
11170,drama,"우리, 사랑했을까",마쯔가제,restaurant,7회에서 류진(송종호)과 소속사 '송엔터테인먼트'의 제니퍼 송(서정연)이 이 식당에서 식사를 하는 모습이 그려졌다.,매일 12시 - 22시,15시 - 18시,연중무휴,서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 3층,37.512502,127.058796,0234667733,20221125
11171,drama,"우리, 사랑했을까",서울신정고등학교,playground,노애정(송지효)의 딸 노하니(엄채영)가 다니는 학교로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 등촌로13아길 20,37.537922,126.8573,0226443543,20221125
11172,drama,"우리, 사랑했을까",가온문화공원,playground,2화에서 노애정(송지효)은 생각에 잠겨 이 공원을 가로질러 걷다가 빨간불 앞에서 멈춘다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암동 1594,37.58181,126.88765,0231538114,20221125
11173,drama,"우리, 사랑했을까",콜린,cafe,6회에서 노애정(송지효)와 오대오(손호준)는 이 카페에서 만난다.,"일-목 10시 30분 - 23시, 금-토 10시 30분 - 24시",정보없음,연중무휴,서울특별시 마포구 어울마당로 45,37.549176,126.9204,050713351119,20221125
11174,drama,"우리, 사랑했을까",La Retro,store,7회에서 오연우(구자성)는 노애정(송지효)에게 신발 한 켤레와 상의를 사준다.,매일 12시 30분 - 22시,정보없음,연중무휴,서울특별시 마포구 토정로 25,37.545702,126.91373,07088735513,20221125
11175,drama,"우리, 사랑했을까",몽마르뜨언덕위 은하수다방,cafe,3화에서 구파도(김민준)와 함께 이 카페에서 빚에 대해 이야기를 나누는 모습이 그려졌다.,매일 12시 - 23시,정보없음,연중무휴,서울특별시 마포구 토정로 33-1,37.54572,126.91467,0264080248,20221125
11176,drama,"우리, 사랑했을까",반포대교,playground,2화에서 화를 내며 도발한 오대오(손호준)가 다리 난간에 기대어 앉기 전까지 이 다리를 건너간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,0221556114,20221125
11177,drama,"우리, 사랑했을까",신세계센트럴시티,store,노애정(송지효)과 오대오(손호준)는 3-4회에서 이곳에서 각자의 업무 미팅을 하다가 우연히 마주친다,매일 10시 30분 - 20시 30분,정보없음,연중무휴,서울특별시 서초구 신반포로 176,37.5043439,127.003599,0262820114,20221125
11178,drama,"우리, 사랑했을까",바 다빈치,restaurant,이 바는 오대오(손호준)와 류진(송종호)의 단골 만남의 장소다.,"일-목 19시 - (익일) 02시, 금-토 19시 - (익일) 03시",정보없음,연중무휴,서울특별시 송파구 올림픽로32길 11 혜성빌딩 지하1층,37.515093,127.10918,050713676042,20221125
11179,drama,"우리, 사랑했을까",타임스퀘어,store,주아린(김다솜)은 우는 아이를 보아 그 아이에게 다가간다,매일 10시 30분 - 22시,정보없음,연중무휴,서울특별시 영등포구 영중로 15,37.517308,126.9034,0226382000,20221125
11180,drama,"우리, 사랑했을까",서울드래곤시티,stay,6회에서 노애정(송지효)과 오대오(손호준)가 그녀에게 연극을 하라고 설득하기 위해 여배우를 만난다.,내부시설별 상이,정보없음,연중무휴,서울특별시 용산구 청파로20길 95,37.531844,126.96306,0222237000,20221125
11181,drama,"우리, 사랑했을까",충현슈퍼,store,3회에서 노애정(송지효)이 이 코너 가게 앞 벤치에 앉아 생각에 잠긴다.,정보없음,정보없음,정보없음,서울특별시 중구 동호로17길 105,37.554319,127.00508,0222356927,20221125
11182,drama,"우리, 사랑했을까",의외의조합,cafe,11회에서 오대오(손호준)와 노애정(송지효)의 엄마 최향자(김미경)는 이 카페에서 대오가 손자의 아버지라는 사실을 알게 됐다.,매일 12시 - 18시,정보없음,연중무휴,서울특별시 중구 동호로17길 121,37.553763,127.00461,050714951273,20221125
11183,drama,"우리, 사랑했을까",서울 신당동 민가,stay,"노애정(송지효)은 엄마 최향자(김미경), 딸 노하니(엄채영)와 함께 이 집에 산다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 동호로17길 57-4,37.555679,127.00694,0233964114,20221125
11184,drama,"우리, 사랑했을까",경원재 앰배서더 인천,stay,12회에서 이 호텔에서 애준과 딸에 대한 악성 기사를 작성한 노애정(송지효)와 기자 나(이해운).,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 테크노파크로 200,37.391611,126.63723,0327291101,20221125
11185,drama,우리가 결혼할 수 있을까,임피리얼팰리스 서울,stay,1화 이 호텔에서 서정훈(성준)은 혜윤(정소)에게 프러포즈한다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 강남구 언주로 640,37.51401,127.03585,0234408000,20221125
11186,drama,우리가 결혼할 수 있을까,앤트러사이트 합정점,cafe,3화에서는 윤진이(윤소희)와 4화에서는 오도연(이도연)과 함께 한다.,매일 09시 - 22시,정보없음,연중무휴,서울특별시 마포구 토정로5길 10,37.545829,126.91833,023367850,20221125
11187,drama,우리가 결혼할 수 있을까,반포대교,playground,하정훈(성준)은 절친인 기중(김영광)과 민호(김진수)를 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,0221556114,20221125
11188,drama,우리가 다시 사랑할 수 있을까,스포엔샤웨딩,playground,20회(마지막회)에서 윤정완(김유진)이 웨딩드레스를 입고 이곳에서 오경수(엄태웅)와 결혼한다.,"월,목-금 00시 - 24시",정보없음,"화요일, 수요일, 주말",서울특별시 강남구 도산대로81길 16-6,37.5255713,127.047991,025482688,20221125
11189,drama,우리가 만난 기적,반포대교,playground,2회에서 길 잃은 송현철(김명민)이 이 다리를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,0221556114,20221125
11190,drama,우리는 오늘부터,헌화로드라이브코스,playground,1회에서 라파엘(성훈)은 출근길에 차를 몰고 간다.,매일 00시 - 24시,정보없음,연중무휴,강원도 강릉시 강동면 심곡리 헌화로,37.664267,129.05459,0336602018,20221125
11191,drama,우리는 오늘부터,죽림동성당,playground,오우리(임수향)가 10대 시절 처녀 서약(1회 회상)을 하고 2년 사귄 남자친구 이강재(신동)와 함께 찾아온 성당이다.,매일 00시 - 24시,정보없음,연중무휴,강원도 춘천시 약사고개길 23,37.876614,127.72724,0332542631,20221125
11192,drama,우리는 오늘부터,청아공원기독교전용관,playground,"13회에는 오우리(임수향)와 이강재(신동욱)와 강재가 등장한다. 그의 아버지에게 존경을 표하고 그의 생물학적 아버지가 아니며, 그가 그녀와 그녀의 아이를 받아들일 준비가 되어 있다는 것을 우리에게 알린다.",매일 08시 - 18시,정보없음,연중무휴,경기도 고양시 일산동구 은마길 129,37.719031,126.80572,0319779911,20221125
11193,drama,우리는 오늘부터,대원정사 옥상주차장,playground,2회에서 오우리(임수향) 머리를 맑게 하기 위해 이 옥상으로 온다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 두텁바위로60길 49,37.548873,126.98352,027541615,20221125
11194,drama,우리는 오늘부터,오산고등학교,playground,10회 회상씬에서 오우리(임수향)는 어머니 외할머니가 깜짝 방문했을 때 이 고등학교에 다녔다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 보광로7길 17,37.523475,126.99958,027999500,20221125
11195,drama,우리는 오늘부터,동작대교,playground,1회에서 라파엘(성훈)은 출근길에 차를 몰고 이 다리를 건넌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
11196,drama,우리는 오늘부터,경희궁3길,playground,"10회에서 오우리(임수향)는 이 거리에서 택시를 잡으려다 결국 차가 멈춰서 그녀를 태워주고, 이강재(신동욱)는 운전석에 앉는다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 사직동 경희궁 3길,37.57329,126.96731,0221481114,20221125
11197,drama,우리들의 블루스,모슬포중앙시장,playground,차승원이 인사하러 다닌 전통 시장,매일 00시 - 24시 (가게별 상이),정보없음,연중무휴,제주특별자치도 서귀포시 대정읍 영서중로13번길 9-8,33.2219344,126.2546171,0647942586,20221118
11198,drama,우리들의 블루스,월대천,playground,신민아와 노윤서가 만나 대화한 돌다리,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 제주시 내도동 898,33.4929205,126.4361809,0647284891,20221118
11199,drama,우리들의 블루스,말로,cafe,"한지민과 김우빈, 정은혜가 식사한 레스토랑",목-화 11시 - 19시,정보없음,수요일,제주특별자치도 제주시 조천읍 남조로 1785-12,33.4274625,126.6721849,050713175197,20221118
11200,drama,우리들의 블루스,신두리 해수욕장,playground,극중 이병헌(동석)과 신민아(선아)의 바다여행지,매일 00시 - 24시,정보없음,연중무휴,충청남도 태안군 원북면 신두해변길 201-54,36.845289,126.196708,0416702114,20221118
11201,drama,우리집 여자들,HW컨벤션센터,playground,17회에서 차성주(김병세)와 김진숙(나영희)은  이 장소 그랜드볼룸에서 결혼식을 올린다.,"화-금 10시 - 19시, 주말 09시 - 19시",정보없음,월요일,서울특별시 종로구 자하문로 255,37.597064,126.96244,023967000,20221125
11202,drama,우리집에 사는 남자,퍼들하우스,restaurant,7회에서는 기간 한정 데이트로 홍나리(수애)가 고난길(김영광)을 이 곳에 데려왔다.,화-일 10시 30분 - 20시,정보없음,월요일,경기도 광주시 초월읍 경충대로 1337-74,37.39316,127.27887,050714340757,20221125
11203,drama,우리집에 사는 남자,양평 두물머리,playground,16회 마지막 장면에서 홍나리(수애)와 고난길(김영광)이 손을 잡고 걸어간다,매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 양서면 양수리,37.532869,127.31599,0317758700,20221125
11204,drama,우리집에 사는 남자,용천상회,playground,이 카페는 홍나리(수애)가 중요한 정보를 얻는 동네 할머니 집으로 등장한다.,정보없음,정보없음,정보없음,경기도 양평군 옥천면 용천로 146,37.535568,127.48954,,20221125
11205,drama,우리집에 사는 남자,서대문형무소역사관,playground,5회 회상 장면에서는 고난길(김영광)이 이곳에 수감되어 있었다,"11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시",정보없음,월요일,서울특별시 서대문구 통일로 251,37.574692,126.95649,023608590,20221125
11206,drama,우아한 가,청아공원기독교전용관,playground,2회에서 허윤도(이장우)와 함께 돌아가신 어머니를 추모하기 위해 찾아오다 건물밖으로 나오다가 체포된다.,매일 08시 - 18시,정보없음,연중무휴,경기도 고양시 일산동구 은마길 129,37.719031,126.80572,0319779911,20221125
11207,drama,우아한 가,양평 두물머리,playground,16회에서 이 공원에 안장된 동생 모완수(이규한)에게 마지막 조의를 표한다.,매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 양서면 양수리,37.532869,127.31599,0317758700,20221125
11208,drama,우아한 가,로케이션 이음 (구 로얄퀘스트),playground,5화에서 모석희(임수향) 할아버지 모왕표(전국환)의 사무실로 등장한다.,매일 00시 - 24시 (예약 필수),정보없음,연중무휴,경기도 파주시 탄현면 새오리로286번길 48-70,37.713531,126.74641,0319443249,20221125
11209,drama,우아한 가,아셈타워,playground,이 타워는 2화에서 MC 그룹의 본부로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 영동대로 517,37.513147,127.05974,0260000114,20221125
11210,drama,우아한 가,재화스퀘어,playground,이정인(한지민)은 14회에서 이 건물의 식당에서 권기석(김준한)의 아버지인 권영국(김창완)을 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 독막로 311,37.543978,126.94742,0231538114,20221125
11211,drama,우아한 가,경의선광장,playground,4회에서 모석희(임수향)와 허윤도(이장우)는 이 광장을 따라 밤산책을 한다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 백범로28길 17,37.544913,126.94684,0231536740,20221125
11212,drama,우아한 가,게스트하우스 파자마파티,stay,3회에서 허윤도(이장우 분)는 모석희(임수향 분)의 마약 사건에 대해 묻기 위해 이 게스트하우스를 찾는다.,"매일 입실 14시, 퇴실 11시",정보없음,연중무휴,서울특별시 마포구 성미산로 157-6,37.5649,126.92368,07041251576,20221125
11213,drama,우아한 가,몽마르뜨언덕위 은하수다방,cafe,1회에서 허윤도(이장우)를 만나 함께 일하자고 제안한다.,매일 12시 - 23시,정보없음,연중무휴,서울특별시 마포구 토정로 33-1,37.54572,126.91467,0264080248,20221125
11214,drama,우아한 가,난지한강공원,playground,이 공원에서 어린 허윤도(이장우)가 목숨을 끊고자 하지만 그의 (지금) 계부 허장수에게 구해진다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 한강난지로 162,37.564486,126.87945,0237800611,20221125
11215,drama,우아한 가,서대문형무소역사관,playground,16회에서 한제국(배종옥)은 이 감옥에서 시간을 보냈다.,"11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시",정보없음,월요일,서울특별시 서대문구 통일로 251,37.574692,126.95649,023608590,20221125
11216,drama,우아한 가,세빛섬,playground,허윤도(이장우)는 모석희( 임수향)은 6회에서 이 커플에게 좌절감을 토로할 수 있도록 예빛 사옥 바로 앞에 주차했다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 올림픽대로 683,37.512019,126.9953,15663433,20221125
11217,drama,우아한 가,소월로 계단 3번,playground,이 계단에서 어린 모석희는 한제국(배종옥)에게 한제국(배종옥)에게 할아버지와 함께 한국에 머물게 해달라고 간청한다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 소월로 168,37.547514,126.98424,0221996114,20221125
11218,drama,우아한 가,더리버,playground,MC그룹 하영서(문희경)가 1회에서 연인과 함께 밤에 찾아와 영상으로 협박 계획을 알게 되는 곳은 바로 이 장소 옆 요트다.,매일 12시 - 21시,정보없음,연중무휴,서울특별시 용산구 용산동6가 451,37.507108,126.98472,025957148,20221125
11219,drama,우아한 가,동작대교,playground,2회 회상장면에서 한제국(배종옥) 탑 대표는 본 TOP의 첫 번째 미션을 회고적으로 마치고 이 다리를 운전해 건넜다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
11220,drama,우아한 가,운경재단,playground,4회에서 '우유마녀'라는 이름으로 알려진 사채업자가 살고 있는 이곳에 모석희(임수향)가 허윤도와 함께 돈을 빌리러 온다.,매일 09시 30분 - 17시 30분,정보없음,주말,서울특별시 종로구 인왕산로 7,37.575038,126.96676,027371777,20221125
11221,drama,우아한 가,스테이트 타워 남산,playground,5화에서 모왕표 회장(전국환 분)이 한제국(배종옥 분)에게 MC그룹에 합류해달라고 부탁한 방이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,0260205500,20221125
11222,drama,우아한 가,장흥교도소 세트장,playground,3화에서 모석희(임수향)는 여기에 갇혔다,매일 00시 - 24시,정보없음,연중무휴,전라남도 장흥군 장흥읍 원도리 191,34.686804,126.91329,0618608321,20221125
11223,drama,우웅우웅,성미산로29길,playground,10회 마지막 회에서 문선아(정여원)와 우대우(김정윤)가 집 밖(이 다른 집 옆)에서 화해한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로29길 3,37.564235,126.92285,0231538114,20221125
11241,drama,운명,로케이션 이음 (구 로얄퀘스트),playground,18회 이건(장혁)과 김미영(장나라)은 이 호텔 스위트룸에서 하룻밤을 보낸다.,매일 00시 - 24시 (예약 필수),정보없음,연중무휴,경기도 파주시 탄현면 새오리로286번길 48-70,37.713531,126.74641,0319443249,20221125
11242,drama,운명과 분노,광안대교,playground,1회에서 구해라(이민정)는 부산 근교 이탈리아 사업가에게 돈을 받고 그를 여기로 데려온다,매일 00시 - 24시,정보없음,연중무휴,부산광역시 수영구 민락동 광안대교,35.147603,129.130119,0517800077,20221125
11243,drama,운명과 분노,부산 해운대구 민가,stay,3~5회에서 구하라(이민정)의 부산 집으로 등장한다.,매일 00시 - 24시,정보없음,연중무휴,부산광역시 해운대구 청사포로58번길 82-17,35.160869,129.18964,,20221125
11244,drama,운명과 분노,SBS프리즘타워,playground,태인준(주상욱)의 회사 '골드슈즈' 사옥으로 등장한다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암산로 82,37.579725,126.89269,0220610006,20221125
11245,drama,운명과 분노,서강대교,playground,5화에서 한 번도 아닌 시댁 식구들과 함께 생일 파티를 하고 난 뒤 좌절에 빠진 차씨 가족은 이 다리를 건너 집으로 돌아온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,,20221125
11246,drama,운명과 분노,HW컨벤션센터,playground,9회 '황금화' 이벤트가 열리는 행사장으로 나온다,"화-금 10시 - 19시, 주말 09시 - 19시",정보없음,월요일,서울특별시 종로구 자하문로 255,37.597064,126.96244,023967000,20221125
11247,drama,운명과 분노,스테이트 타워 남산,playground,6화에서 엄마 한성숙(송옥석)과 곧 시댁 식구가 되는 이은숙(하민)이 피부 관리를 위해 이곳에 오게 되면서 우연히 만나게 된다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,0260205500,20221125
11248,drama,운명처럼 널 사랑해,양평캐슬아씨시,stay,11화에서 이건(장혁)과 강세라(왕지원)는 이 식당에서 점심을 먹는다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,경기도 양평군 강하면 강남로 319,37.502066,127.4204,0317750211,20221125
11249,drama,운명처럼 널 사랑해,더비,cafe,14회에서 김미영(장나라)이 첫 전시를 하는 곳이다.,"수-금 11시 - 18시 30분, 토-일 11시 - 19시",정보없음,"월요일, 화요일",경기도 양평군 강하면 강남로 469,37.506065,127.43582,0317725586,20221125
11250,drama,운명처럼 널 사랑해,명성황후생가,playground,이건(장혁)이 가나안 장로들을 자리에 앉히고 서약서에 서명한다.,"매일 09시 - 18시 하절기(3월-10월), 매일 09시 - 17시 동절기(11월-2월)",정보없음,연중무휴,경기도 여주시 능현동 469-1,37.259805,127.65416,0318819730,20221125
11251,drama,운명처럼 널 사랑해,한택 식물원,playground,15회에서 아티스트 Ellie Kim(장나라)으로 알려진 김미영이 장인화학의 새 광고 캠페인 이미지 디자인을 의뢰받았다.,매일 09시 - 일몰시,정보없음,연중무휴,경기도 용인시 처인구 백암면 한택로 2,37.094536,127.40664,0313333558,20221125
11252,drama,운명처럼 널 사랑해,벽초지수목원,playground,이 정원은 1화에서 보듯이 속편의 배경이다,매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,050714212022,20221125
